"73308229977","89ب05503","6800918","1981-06-06","26415000"
"73308229977","49ق16412","8322806","2001-03-07","155903000"
"73308229977","41و16545","2319140","2006-01-20","288148000"
"39118873363","11س21411","5120172","2004-05-22","32177000"
"39118873363","95ی90705","1689464","1984-06-26","287038000"
"69549578547","6268221039","1077156","1989-04-22","260909000"
"69549578547","4780870851","2168239","2016-07-04","760065000"
"69549578547","3548949110","4309088","2014-04-15","731656000"
"69549578547","67ط58137","4258797","2012-11-24","135360000"
"69549578547","27ط73871","8208607","2007-05-19","373165000"
"17990981120","4518547225","2859045","1996-10-10","709395000"
"17990981120","5979843501","5937382","1999-01-03","641510000"
"17990981120","77س92883","7906604","1981-03-26","329719000"
"17990981120","32و46201","5869258","1986-07-04","41627000"
"17990981120","80ط48397","6123417","1992-11-19","190174000"
"17990981120","73ج33684","2902118","2009-03-11","352313000"
"14192621532","5541407596","7172824","2013-10-04","106659000"
"14192621532","7573751029","4964594","1976-12-29","324231000"
"14192621532","4927412918","6967268","1972-09-13","732843000"
"14192621532","60ج92343","2701972","2003-02-27","190408000"
"14192621532","20و08015","9625056","1982-12-31","392772000"
"14192621532","29ط48968","6569848","2013-12-10","346015000"
"71508538885","6189910392","8131604","1983-08-04","538892000"
"71508538885","6837125657","5505605","1979-05-26","410784000"
"71508538885","2070249223","7551333","2015-01-16","326974000"
"71508538885","19ر28403","7512709","1988-09-27","71068000"
"71508538885","61ب36267","5974952","1989-01-03","49990000"
"71508538885","69ب79925","3926925","1977-12-01","26656000"
"71508538885","93و20304","5900046","1993-01-06","188866000"
"99712420608","9094633912","8884981","1980-07-12","507055000"
"99712420608","1580323573","5591811","1996-09-28","105965000"
"99712420608","5975853397","3150398","2012-03-05","135777000"
"99712420608","45و44088","6138793","1993-12-18","274531000"
"99712420608","95ی77365","8115920","1980-05-19","23081000"
"99712420608","59ر63924","2438064","1997-11-28","264112000"
"99712420608","68ق03084","2060340","1978-08-02","392995000"
"89876902375","5149270197","6662122","1983-09-13","393143000"
"89876902375","7652102492","4782975","2014-11-15","699608000"
"89876902375","8730460487","5345646","1972-04-03","699744000"
"89876902375","67ط21266","5959034","1989-11-24","129183000"
"89876902375","28ق01175","1216751","1975-06-01","395507000"
"89876902375","48س08823","2468040","2016-11-30","122267000"
"89876902375","38و16548","9392155","2011-07-06","172299000"
"64743909646","74ق17713","3329609","2017-12-02","340318000"
"64743909646","14ق18444","8238108","1976-06-12","241619000"
"64743909646","34س76933","3120335","2012-01-04","25686000"
"18855926226","8130029998","8790602","2007-07-07","327730000"
"18855926226","7978646370","9955392","2005-04-30","782161000"
"18855926226","4693981712","7308198","2005-12-16","310244000"
"18855926226","9826615017","8928258","1976-11-29","671096000"
"20569697106","49س92370","4413851","1987-09-01","243871000"
"20569697106","96س36044","6219318","1978-01-18","103212000"
"20569697106","34س55046","8423949","1977-03-22","107583000"
"20569697106","97ب44560","1483902","2006-03-03","146956000"
"22819565968","7733399734","5242394","2018-09-22","243101000"
"22819565968","8536560890","9696949","1980-04-25","408731000"
"22819565968","7230837665","7283773","2004-07-14","389535000"
"22819565968","38ب76559","5477130","2002-08-04","155714000"
"22819565968","39و40595","2989657","1989-02-18","137830000"
"22819565968","16ط46978","9547779","1977-04-19","59082000"
"22819565968","87ی63565","6871566","2015-05-25","355595000"
"76923450385","49ج95822","7540474","2002-02-10","83776000"
"76923450385","38ب82673","1941226","1978-09-12","32741000"
"76923450385","56س97284","7806459","1987-02-21","308767000"
"76923450385","28ج93475","5270206","2019-05-07","269393000"
"86229157422","8224724034","2318821","1971-06-12","683405000"
"86229157422","1347249938","2788137","2016-01-22","632803000"
"86229157422","8795684885","3940889","2005-04-09","556078000"
"86229157422","2371526435","1860560","2012-09-03","553751000"
"86229157422","73ط46008","3006484","1999-09-09","340268000"
"86229157422","53ب93046","7478611","2000-01-23","71054000"
"41030418859","2314077207","9967915","1979-05-07","765058000"
"41030418859","5894616404","5102548","1972-07-26","787504000"
"94961020209","8826482571","6121880","1991-05-17","470651000"
"94961020209","2441073676","4873463","1971-02-06","678627000"
"61063287475","7513067791","4502229","2016-02-16","213082000"
"61063287475","8005155232","6997751","2014-11-08","755209000"
"61063287475","9664487557","9868126","2007-03-30","211914000"
"61063287475","70و35083","1074923","1994-08-25","276419000"
"61063287475","31ی26601","7077115","2010-04-10","379649000"
"61063287475","65ط69908","8672362","2002-08-15","66098000"
"61063287475","91س52846","8131366","2018-07-24","395518000"
"53899900671","7010111692","5398652","1995-02-10","249854000"
"53899900671","78و93872","5032443","1971-10-27","94952000"
"53899900671","49ج53728","4050204","1991-04-18","132595000"
"53899900671","94و72422","4629307","2018-10-07","373186000"
"53899900671","62ج32800","9920847","1980-03-09","51468000"
"43981625383","1072027028","3894639","1990-03-29","202880000"
"43981625383","30ی49493","4483207","1972-05-20","84580000"
"43981625383","79و48615","3425728","2019-10-02","306516000"
"65031603714","7371822720","7647795","1978-03-03","393998000"
"65031603714","2017186652","5036836","1996-03-27","759757000"
"97635489211","1375258411","9504633","1993-06-23","171191000"
"97635489211","8577814687","4294597","1981-09-24","545064000"
"97635489211","6774323241","6222504","2012-11-30","368635000"
"97635489211","2712745915","3308556","2015-11-03","438265000"
"97635489211","50ی62665","1018778","1996-09-29","358372000"
"62523106098","39و02396","1189378","2004-06-26","187947000"
"62523106098","36ب12699","1806100","1996-12-10","131977000"
"62523106098","80س94659","2773365","1970-12-20","64735000"
"62523106098","96ط59764","8541001","1987-07-31","235873000"
"56837185075","6188945905","4678737","1988-11-06","570868000"
"56837185075","9757901054","8953356","2010-11-01","248959000"
"56837185075","9239330635","6674374","2016-05-03","144397000"
"56837185075","60س23805","9422712","1975-07-13","95306000"
"66287568073","9804233465","6984537","1984-12-26","663339000"
"66287568073","4732627803","2707942","1990-08-26","544304000"
"66287568073","8546457524","3982357","2011-10-16","313115000"
"66287568073","64ج20294","8388364","1978-08-04","392377000"
"66287568073","23ب57823","4567628","1998-02-02","300196000"
"66287568073","87س30207","3126178","1972-10-28","131433000"
"82248332854","6025386619","6889555","2007-10-01","167899000"
"82248332854","4948080810","7316176","2001-03-24","645688000"
"82248332854","4305343689","5577036","1999-07-24","315118000"
"82248332854","3339082457","2313595","2001-02-08","127362000"
"82248332854","61ط51324","1380846","2009-04-23","252024000"
"82248332854","97و10360","8628658","2011-01-04","201211000"
"58103269906","6249151512","6364587","1982-01-10","261974000"
"58103269906","6139249102","6224846","1994-09-16","751307000"
"58103269906","2117550796","1445046","1985-07-06","779970000"
"58103269906","6146755606","2103408","1976-01-11","503323000"
"58103269906","14و59719","9446509","2009-01-02","189118000"
"58103269906","13س32965","5930462","2007-08-18","257950000"
"58103269906","94ج64528","1424603","2003-05-18","213693000"
"58103269906","84س77864","1676608","2016-04-22","304146000"
"24606704338","3810480501","6825405","1991-01-20","389588000"
"24606704338","7594349556","3977878","1982-07-26","351944000"
"24606704338","39ی66114","7083845","1979-06-29","345881000"
"63701326876","36س27737","3656577","1991-05-24","198752000"
"63701326876","12ج77992","9323104","1971-04-10","382285000"
"63701326876","48س77296","7406897","2013-09-03","215548000"
"63701326876","28ج32255","3669275","2003-02-05","216619000"
"61272224320","74ج25278","8639225","1977-10-31","309857000"
"61272224320","23ج24734","9910305","2002-04-24","241445000"
"11027042969","17ج11395","3816834","1982-04-06","176317000"
"11027042969","39ق15593","9813226","1975-06-13","381256000"
"11027042969","36ب33268","2428536","1997-10-01","204051000"
"54299031268","1274003687","2455164","2005-03-24","601324000"
"54299031268","7708136236","5099149","1975-10-10","519979000"
"54299031268","11ی99044","5163140","1975-12-29","85004000"
"31644784414","3237991587","7772127","2011-09-19","535544000"
"31644784414","6574070367","6994904","1977-04-24","195459000"
"31644784414","9354806530","2508818","1987-03-05","722138000"
"31644784414","55ط37750","7076856","1998-07-23","338309000"
"31644784414","24ی82559","1710820","1980-02-17","103431000"
"71611042799","3955243983","9282283","1985-09-03","426620000"
"71611042799","7007580305","8218162","2001-08-27","662167000"
"71611042799","2866795687","8256544","2011-07-21","315296000"
"71611042799","1519625806","4902375","2008-08-03","199736000"
"71611042799","89و26516","1643036","2018-04-30","290275000"
"71611042799","48و93707","1458548","2003-08-28","97538000"
"71611042799","87ق12935","6698625","1999-01-29","79639000"
"71611042799","47ی34747","8468878","1990-11-03","62622000"
"46688379325","9264892465","2507462","2001-11-20","724831000"
"46688379325","2166809827","3692547","1998-01-18","488392000"
"46688379325","5623893087","3118798","1990-05-16","477476000"
"46688379325","6889216625","3239651","2017-05-09","430098000"
"70391084421","9843831907","6223704","2019-01-11","606023000"
"70391084421","5897354453","4425907","2007-01-19","606824000"
"70391084421","1681623770","9259180","1976-06-21","142572000"
"70391084421","88ط85403","1648788","1984-12-22","385252000"
"46439029684","20ر20059","9710114","2007-01-01","266924000"
"46439029684","31ب65468","6276331","1970-01-28","397457000"
"46439029684","84ق28376","9204091","1973-07-30","67229000"
"99381009043","4340908376","7317987","2003-04-17","205187000"
"99381009043","38س59823","6515048","2015-09-22","269948000"
"91232832368","75ی03106","2503104","2014-12-28","320696000"
"91232832368","21ق03654","2699933","1970-04-12","248290000"
"91232832368","31ی87700","8587763","2017-02-26","166070000"
"91232832368","36و72191","1271086","1992-06-27","106167000"
"52553502087","60س76152","2716916","2014-06-18","170663000"
"52553502087","76و86469","7105000","2015-03-27","198317000"
"73970868338","5884387705","5239406","2019-02-14","728473000"
"73970868338","3052804000","4921765","2003-11-18","686959000"
"78189176199","5234141428","8131126","1992-02-23","141117000"
"78189176199","6043857039","1011882","1994-01-08","186820000"
"78189176199","54ب07072","9731172","2002-03-31","366049000"
"78189176199","35ج81109","2165415","2008-01-13","75614000"
"78189176199","45ر34587","2590973","2010-05-09","55438000"
"78189176199","79ق36019","3560097","1975-07-31","24433000"
"72905572132","2450292002","8699641","1982-12-07","221041000"
"72905572132","5652207681","3548172","2005-01-23","456346000"
"72905572132","9452488257","1504636","1990-06-16","499536000"
"72905572132","9174741076","6195361","2009-05-29","627408000"
"72905572132","39ب58671","9747304","2016-05-07","385020000"
"72905572132","30ج61342","5816000","2007-04-02","102458000"
"72905572132","22و82882","3950238","2007-12-15","162615000"
"72905572132","84ق16710","9862841","1981-05-06","305482000"
"78336815278","1231336470","7163173","1993-02-10","240925000"
"78336815278","65ی82003","4074480","1972-11-11","57982000"
"78336815278","99ق01391","7978977","1993-01-05","98822000"
"29641976668","1874904375","6870518","1984-09-04","458124000"
"29641976668","3368774424","7669867","1986-03-30","592701000"
"95513813946","72ی72272","7893067","2019-05-31","183673000"
"95513813946","76ر06195","9983402","2018-09-02","204510000"
"95513813946","96ق35617","6850267","2016-11-28","109892000"
"70585948048","2649575336","2312927","2018-02-28","452187000"
"70585948048","3441395372","9973203","1977-03-01","202725000"
"70585948048","4151988108","9049239","1987-12-13","219331000"
"29699358973","6774186911","9639260","1978-05-23","432755000"
"29699358973","1538877295","7687443","1994-04-15","181711000"
"65100275871","4388691845","6342233","1974-09-28","721962000"
"65100275871","7683691192","1233383","1982-04-22","684758000"
"65100275871","7603659196","7267194","1978-01-18","319242000"
"65100275871","8932826624","9345509","1972-08-20","605180000"
"65100275871","27ر38458","9919953","2011-02-07","207532000"
"65100275871","52س19483","4909116","2018-04-04","374729000"
"65100275871","71ی81554","9511050","2005-12-19","181836000"
"65100275871","20ی50420","9592896","2012-09-27","316064000"
"45069409245","7674310024","4294471","2012-10-08","298034000"
"31149197438","85ی46382","2691904","2005-12-11","121882000"
"31149197438","50ر96900","9057959","2005-03-07","28414000"
"31149197438","28ج80167","8059751","2002-11-11","215000000"
"31149197438","48ب17111","1908515","1983-05-27","104457000"
"82256485553","3715862291","7940109","1977-06-12","142440000"
"82256485553","6390098840","7571967","1987-08-31","219258000"
"82256485553","8411542337","1827071","2000-03-08","729538000"
"82256485553","4580907087","8284812","2008-05-01","602309000"
"82256485553","24ق93288","7149493","1983-12-15","250214000"
"85010136192","4020072098","3452541","1996-09-17","353080000"
"85010136192","4468104561","8033320","1993-05-07","458850000"
"85010136192","8858865825","4304112","1982-11-07","349752000"
"85010136192","7006898806","5462432","1982-11-09","263215000"
"85010136192","81ب34716","3304558","2004-06-08","174134000"
"85010136192","94ط75208","9650416","1993-11-07","24673000"
"35736169814","9479739931","8284571","2008-11-11","111776000"
"35736169814","73ط28520","6191760","2015-01-10","166770000"
"10204798607","58ب20642","1644876","2011-07-03","196782000"
"10204798607","82ط59171","2949868","2000-12-25","359282000"
"10204798607","49س80072","6720967","1998-04-17","294578000"
"10204798607","75ط55948","6882406","1992-10-22","251105000"
"92336163097","71ب93641","2760759","1983-01-04","121128000"
"70345595795","6707867923","8592089","1976-05-18","262517000"
"70345595795","4956434325","3105444","2008-09-16","245970000"
"70345595795","9820211605","9256874","2002-10-30","511860000"
"70345595795","40و74594","9069669","2019-03-17","55333000"
"86923974028","1280753729","8472232","1970-06-21","580795000"
"56998774697","4681075736","1767856","1995-10-01","191214000"
"56998774697","13ط49538","9429563","1995-12-10","337135000"
"56998774697","52ی34436","6205230","2016-01-21","291629000"
"56998774697","24ق26710","2653057","2008-05-12","283831000"
"83149839038","2266058295","8252193","1978-08-17","720009000"
"83149839038","5090427574","4940297","1983-06-13","249146000"
"83149839038","4705611286","4517256","2013-02-07","416084000"
"83149839038","49س32601","5138098","1998-03-27","168416000"
"83149839038","67ر43941","6000725","2000-01-11","248003000"
"62831921827","7332790929","6327252","1976-01-03","626231000"
"62831921827","9176475747","4408808","1984-11-03","320416000"
"75280054573","1654149897","5010633","2002-07-04","467553000"
"75280054573","1652953398","6981105","2003-10-30","460304000"
"75280054573","29ج57010","5866130","1983-07-11","350669000"
"75280054573","25ط72475","4095051","2001-03-13","53478000"
"75280054573","54س98682","2157092","1999-08-21","41607000"
"40382773874","5566253519","8685530","2018-02-20","222656000"
"63505078967","7732907979","7167071","2000-05-14","459811000"
"63505078967","2905925104","6398311","1985-07-18","380550000"
"63505078967","62س51009","6205101","2001-04-04","297260000"
"44629670513","48ر19249","2549958","1990-04-13","176264000"
"44629670513","51ر65533","1983873","2001-03-15","52501000"
"44629670513","32ر17572","4690008","2017-02-07","23694000"
"58418744542","7934142945","3540178","2013-04-15","740095000"
"58418744542","6180645468","5872044","1984-10-01","450832000"
"58418744542","1884858002","1170253","2002-12-08","316284000"
"58418744542","43ط92368","9364938","1984-04-21","355080000"
"26142648665","75ط78964","3869381","1971-10-26","248642000"
"26142648665","29ط77568","6993648","1979-01-06","253202000"
"26142648665","68ط60472","7684888","1972-05-29","166899000"
"53682120268","4954795790","4560445","2004-02-20","225219000"
"53682120268","70ی76429","4625882","2010-09-07","31337000"
