"09291505693","09415086431","3734901","1981-02-10T22:34:00","00:13"
"09616777153","09519378123","4754037","1974-08-10T18:46:50","23:53"
"09667910411","09583743516","9866305","1977-05-24T16:59:47","07:00"
"09807403164","09224529474","5283756","1987-08-30T15:28:12","13:23"
"09817711058","09179249111","1117622","2002-11-23T10:42:22","05:25"
"09939000077","09462343149","3441825","2010-06-20T19:17:08","22:03"
"09810523004","09898347585","9633829","1995-05-17T16:06:56","21:13"
"09429481068","09427125983","7881996","1989-05-12T08:16:56","17:19"
"09851805534","09567489999","6515266","1984-09-15T12:46:10","14:27"
"09793632345","09285100789","4363268","1987-08-18T09:56:30","10:39"
"09951069659","09680229481","3906431","2004-09-08T11:21:21","15:36"
"09904776428","09168203174","7831030","1994-09-23T21:03:44","09:30"
"09390828537","09499059686","3752921","2018-03-29T00:38:08","02:22"
"09542770479","09147395712","2958126","1999-01-23T00:00:18","20:06"
"09606575742","09898259918","8210107","1989-02-05T18:53:04","13:11"
"09806539613","09512801932","1586620","1985-11-26T21:48:08","09:07"
"09135533195","09955341630","6563851","1977-02-28T21:58:58","02:39"
"09301311647","09439066839","6626241","1997-04-10T06:42:17","03:26"
"09601854884","09299821119","1792308","1987-11-06T02:50:45","11:00"
"09958147916","09152565794","4457391","2007-12-11T14:52:49","15:04"
"09609843370","09731005634","3566336","1984-03-04T00:43:53","07:52"
"09811521782","09585109367","7800036","2001-08-15T21:43:07","01:04"
"09164458196","09192444908","6045513","2018-11-22T17:57:26","02:04"
"09386083545","09339371535","8200537","2006-07-30T07:58:50","07:25"
"09688485828","09275764176","6446845","1997-02-21T15:02:07","14:38"
"09632827099","09483436909","8828496","2017-10-27T02:32:19","10:07"
"09897992429","09407354456","6939347","2009-08-22T15:05:59","08:56"
"09889565934","09963827808","3499885","2015-11-25T22:30:55","02:26"
"09869510997","09762943330","8980205","1981-08-15T04:57:30","11:52"
"09173235111","09753701292","2532012","2019-04-30T22:34:39","20:00"
"09273010369","09923433864","5485731","1989-08-06T16:23:11","02:30"
"09657214568","09819553552","8251737","2002-09-14T21:09:44","10:13"
"09787986360","09242970292","1771564","1986-05-07T15:13:57","03:59"
"09760495326","09937389322","3254798","1971-10-14T11:35:59","16:18"
"09400918007","09600538384","8822711","1998-03-22T10:00:17","08:21"
"09298534358","09758134886","5637611","1989-04-15T13:30:20","22:16"
"09230124694","09838371525","1038470","1976-10-27T16:57:44","03:28"
"09151789810","09847489802","4980828","1974-04-20T18:18:47","16:49"
"09629116023","09831868554","3790615","1975-07-13T03:42:57","02:33"
"09879367706","09638157708","8563597","1986-04-11T20:58:43","14:45"
"09880516711","09403985392","1338823","2011-07-04T14:47:02","09:57"
"09890184218","09426471738","6755495","2010-05-31T14:52:06","03:04"
"09824106126","09658039328","5869890","1987-05-15T19:56:29","12:42"
"09956746740","09389701449","6715486","1980-06-10T07:45:05","09:38"
"09246909490","09908249238","2502198","2012-12-17T16:12:27","16:02"
"09353898465","09889136152","1878477","2018-03-15T18:35:49","04:07"
"09980637305","09702485450","1668465","2014-10-21T18:59:12","02:06"
"09457951630","09715580255","3452430","2009-03-09T08:52:01","02:38"
"09184602600","09635169070","5635409","1992-04-02T21:03:11","05:53"
"09757214630","09544478016","7023573","1971-12-06T03:51:01","14:54"
"09155418671","09237925818","8116561","2007-09-19T20:26:29","15:20"
"09827378796","09427278674","8977728","2018-10-18T14:50:38","15:10"
"09230176396","09362237105","2252179","2006-10-25T02:13:20","13:19"
"09649756719","09230665093","2895257","2017-02-07T08:40:15","10:34"
"09396882861","09741876612","1255192","1990-05-08T02:43:47","16:38"
"09117813346","09775573305","7674650","2011-01-19T15:28:00","10:15"
"09741408242","09737839077","4116246","1979-01-17T02:50:44","09:58"
"09221124520","09902977064","4168039","1998-05-29T16:04:58","04:47"
"09502151969","09464249755","3405623","1987-06-27T06:35:52","14:49"
"09253083534","09717739438","7202109","1970-05-31T12:12:41","12:56"
"09263734532","09535731749","4574331","2000-08-14T23:09:09","07:43"
"09797660688","09381522357","6285332","2008-03-17T23:07:30","06:12"
"09490588803","09181431527","6956170","1978-07-21T20:08:11","00:59"
"09351218493","09234189824","6355653","2018-12-24T01:33:03","04:17"
"09358707877","09315752627","9237841","2007-01-24T00:50:57","06:48"
"09510682397","09201791190","1852506","1994-02-14T11:11:18","13:18"
"09641999474","09964729890","1768280","1971-09-16T05:28:04","22:36"
"09179249111","09513316524","3956366","2018-11-11T22:18:35","17:36"
"09265529560","09427602510","8563024","1995-08-21T20:44:14","22:24"
"09888445806","09568803177","6940415","2004-12-27T03:29:46","20:11"
"09238655971","09187719541","3802336","1970-04-19T00:14:18","11:30"
"09579069802","09573423184","5688140","1998-04-01T16:49:18","06:02"
"09474031912","09704181801","1968444","2001-04-28T00:28:33","15:36"
"09515057224","09563686162","4266302","1996-11-26T05:03:26","16:46"
"09887843172","09165971832","8303264","1994-11-24T05:50:47","01:30"
"09438817335","09581662862","7359524","1981-01-26T05:19:41","11:10"
"09773211713","09177370005","1456958","1990-07-04T21:10:53","05:58"
"09300006112","09813738434","8650420","2014-09-02T05:39:04","21:08"
"09315974204","09387059894","7288523","2009-07-26T14:30:06","09:43"
"09153648088","09620018212","2960826","1995-09-03T08:40:45","13:23"
"09935089721","09242446707","9632289","1977-08-14T00:29:31","13:53"
"09865863608","09975821335","2771341","1989-01-26T17:34:37","20:49"
"09242446707","09101744182","7285447","1975-01-29T07:14:08","05:11"
"09305921683","09393848724","4000386","1989-09-30T09:47:20","21:24"
"09942228157","09836324183","9270314","1991-10-21T22:51:40","17:07"
"09290819884","09393225512","4784209","2015-12-01T07:00:10","22:19"
"09129739121","09513447436","4531646","1981-09-12T09:32:09","19:37"
"09876845386","09349633791","1648484","2003-08-03T23:19:26","06:21"
"09967229651","09264579580","6415932","1987-02-26T22:21:42","11:15"
"09653783119","09189496948","4129500","1994-11-25T03:19:50","14:06"
"09850752968","09960526657","7110820","2010-07-09T02:31:48","09:32"
"09235023739","09813611846","3567339","1982-01-21T05:15:15","16:01"
"09377369974","09812558151","3353647","2010-03-07T03:28:12","03:21"
"09785473050","09967946298","2078532","1970-04-08T11:39:52","04:48"
"09558277562","09580261661","9113607","1991-11-21T20:47:42","05:31"
"09358264952","09405528208","4839300","1978-01-25T15:27:03","19:42"
"09402040075","09630394652","2825162","1978-02-25T14:09:17","08:50"
"09267310389","09201002339","6301315","2006-08-06T00:47:43","06:27"
"09449797133","09739690168","3211815","2004-11-24T08:32:36","13:54"
"09132476468","09407701017","9619414","1990-01-20T12:25:42","07:04"
"09943292087","09171287297","3633695","1973-12-24T01:31:14","01:11"
"09484605041","09632827099","9191444","1977-01-22T12:37:58","03:11"
"09723025796","09723492202","8623060","1995-03-29T15:38:16","22:32"
"09186901055","09664624063","3680203","1999-12-20T09:04:48","06:23"
"09528439455","09417746202","3482241","1984-01-19T08:51:35","18:05"
"09364867667","09969135679","7589328","2016-07-13T06:45:58","18:44"
"09858631513","09600501779","6288301","1980-03-13T11:43:22","01:36"
"09471097804","09405590835","3277700","2015-07-22T01:24:45","17:17"
"09616544358","09926748768","1798206","2015-01-21T09:10:54","08:17"
"09247181529","09379481453","6897793","1999-11-14T23:02:00","21:12"
"09138590325","09472354340","2261472","2018-11-20T19:59:26","10:42"
